"name","stat","opt","value","lb","gap.bkv.","gap.lb.","time","nodes","iterations","type"
"BARTHOLD.IN2-805","PROV","OPT",7,7,0,0,3.9,1274,31316,"Standard"
"BOWMAN8.IN2-20","PROV","OPT",5,5,0,0,0.01,0,23,"Standard"
"BUXEY.IN2-27","PROV","OPT",13,13,0,0,0.2,128,2026,"Standard"
"BUXEY.IN2-30","PROV","OPT",11,11,0,0,2.62,3676,115106,"Standard"
"BUXEY.IN2-33","PROV","OPT",10,10,0,0,0.3,83,1749,"Standard"
"BUXEY.IN2-36","PROV","OPT",10,10,0,0,0.03,0,170,"Standard"
"BUXEY.IN2-41","PROV","OPT",8,8,0,0,1,617,34367,"Standard"
"BUXEY.IN2-47","PROV","OPT",7,7,0,0,0.38,607,8781,"Standard"
"BUXEY.IN2-54","PROV","OPT",7,7,0,0,0.02,0,102,"Standard"
"GUNTHER.IN2-41","PROV","OPT",13,13,0,0,6.42,2433,170064,"Standard"
"GUNTHER.IN2-44","FEAS","OPT",12,11,0,0,600,489637,23658297,"Standard"
"GUNTHER.IN2-49","PROV","OPT",10,10,0,0,4.7,6795,163043,"Standard"
"GUNTHER.IN2-54","PROV","OPT",9,9,0,0,5.82,18551,231157,"Standard"
"GUNTHER.IN2-61","PROV","OPT",8,8,0,0,5.12,9146,182263,"Standard"
"GUNTHER.IN2-69","PROV","OPT",7,7,0,0,1.97,3167,117423,"Standard"
"GUNTHER.IN2-81","PROV","OPT",6,6,0,0,0.03,0,173,"Standard"
"HAHN.IN2-2004","PROV","OPT",8,8,0,0,0.06,0,214,"Standard"
"HAHN.IN2-2338","PROV","OPT",7,7,0,0,0.05,0,236,"Standard"
"HAHN.IN2-2806","PROV","OPT",6,6,0,0,0.05,0,232,"Standard"
"HAHN.IN2-3507","PROV","OPT",5,5,0,0,0.04,0,252,"Standard"
"HAHN.IN2-4676","PROV","OPT",4,4,0,0,0.03,0,190,"Standard"
"HESKIA.IN2-138","PROV","OPT",8,8,0,0,0.09,0,348,"Standard"
"HESKIA.IN2-205","PROV","OPT",5,5,0,0,0.1,0,209,"Standard"
"HESKIA.IN2-216","PROV","OPT",5,5,0,0,0.02,0,113,"Standard"
"HESKIA.IN2-256","PROV","OPT",4,4,0,0,0.04,0,99,"Standard"
"HESKIA.IN2-324","PROV","OPT",4,4,0,0,0.01,0,78,"Standard"
"HESKIA.IN2-342","PROV","OPT",3,3,0,0,0.03,16,247,"Standard"
"JACKSON.IN2-7","PROV","OPT",8,8,0,0,0.01,0,38,"Standard"
"JACKSON.IN2-9","PROV","OPT",6,6,0,0,0.01,0,32,"Standard"
"JACKSON.IN2-10","PROV","OPT",5,5,0,0,0.02,0,75,"Standard"
"JACKSON.IN2-13","PROV","OPT",4,4,0,0,0.01,0,38,"Standard"
"JACKSON.IN2-14","PROV","OPT",4,4,0,0,0.01,0,37,"Standard"
"JACKSON.IN2-21","PROV","OPT",3,3,0,0,0.01,0,31,"Standard"
"JAESCHKE.IN2-6","PROV","OPT",8,8,0,0,0.01,0,24,"Standard"
"JAESCHKE.IN2-7","PROV","OPT",7,7,0,0,0.01,0,23,"Standard"
"JAESCHKE.IN2-8","PROV","OPT",6,6,0,0,0.01,0,22,"Standard"
"JAESCHKE.IN2-10","PROV","OPT",4,4,0,0,0.01,0,27,"Standard"
"JAESCHKE.IN2-18","PROV","OPT",3,3,0,0,0,0,21,"Standard"
"KILBRID.IN2-56","PROV","OPT",10,10,0,0,0.39,199,3742,"Standard"
"KILBRID.IN2-57","PROV","OPT",10,10,0,0,0.06,0,307,"Standard"
"KILBRID.IN2-62","PROV","OPT",9,9,0,0,0.35,229,4640,"Standard"
"KILBRID.IN2-69","PROV","OPT",8,8,0,0,0.51,564,9926,"Standard"
"KILBRID.IN2-79","PROV","OPT",7,7,0,0,0.27,293,4752,"Standard"
"KILBRID.IN2-92","PROV","OPT",6,6,0,0,0.63,1206,23783,"Standard"
"KILBRID.IN2-110","PROV","OPT",6,6,0,0,0.04,0,186,"Standard"
"KILBRID.IN2-111","PROV","OPT",5,5,0,0,0.11,0,202,"Standard"
"KILBRID.IN2-138","PROV","OPT",4,4,0,0,0.11,0,237,"Standard"
"KILBRID.IN2-184","PROV","OPT",3,3,0,0,0.11,0,208,"Standard"
"LUTZ1.IN2-1414","PROV","OPT",11,11,0,0,0.05,0,176,"Standard"
"LUTZ1.IN2-1572","PROV","OPT",10,10,0,0,0.04,0,141,"Standard"
"LUTZ1.IN2-1768","PROV","OPT",9,9,0,0,0.04,0,166,"Standard"
"LUTZ1.IN2-2020","PROV","OPT",8,8,0,0,0.03,0,155,"Standard"
"LUTZ1.IN2-2357","PROV","OPT",7,7,0,0,0.03,0,122,"Standard"
"LUTZ1.IN2-2828","PROV","OPT",6,6,0,0,0.03,0,136,"Standard"
"LUTZ2.IN2-11","INF","SUB",NA,NA,NA,NA,600,2093,3408336,"Standard"
"LUTZ2.IN2-12","FEAS","SUB",49,42,0,5,600,8253,3424455,"Standard"
"LUTZ2.IN2-13","FEAS","SUB",44,39,4,4,600,11971,3589614,"Standard"
"LUTZ2.IN2-14","FEAS","SUB",41,36,4,4,600.1,31106,4890554,"Standard"
"LUTZ2.IN2-15","PROV","OPT",33,33,0,0,301.36,12687,2344198,"Standard"
"LUTZ2.IN2-16","FEAS","SUB",34,31,3,3,600.17,31163,4295804,"Standard"
"LUTZ2.IN2-17","PROV","OPT",29,29,0,0,502.36,49447,5372024,"Standard"
"LUTZ2.IN2-18","FEAS","SUB",28,27,1,1,600.12,41382,4520112,"Standard"
"LUTZ2.IN2-19","FEAS","SUB",27,26,1,1,600.15,93712,7896260,"Standard"
"LUTZ2.IN2-20","PROV","OPT",25,25,0,0,101.59,7695,979792,"Standard"
"LUTZ2.IN2-21","PROV","OPT",24,24,0,0,224.62,69924,2417936,"Standard"
"LUTZ3.IN2-75","FEAS","OPT",23,22,0,0,600.17,71573,6511241,"Standard"
"LUTZ3.IN2-79","FEAS","SUB",22,21,1,1,600.01,151483,7804085,"Standard"
"LUTZ3.IN2-83","FEAS","OPT",21,20,0,0,600.01,34724,6972649,"Standard"
"LUTZ3.IN2-87","FEAS","SUB",20,19,1,1,600.01,520811,10684030,"Standard"
"LUTZ3.IN2-92","FEAS","SUB",19,18,1,1,600.13,132266,8962459,"Standard"
"LUTZ3.IN2-97","FEAS","SUB",18,17,1,1,600.01,787417,10864472,"Standard"
"LUTZ3.IN2-103","FEAS","SUB",17,16,1,1,600.01,723364,14555786,"Standard"
"LUTZ3.IN2-110","FEAS","SUB",16,15,1,1,600.01,908770,12533220,"Standard"
"LUTZ3.IN2-118","PROV","OPT",14,14,0,0,206.26,101397,4188162,"Standard"
"LUTZ3.IN2-127","PROV","OPT",13,13,0,0,205.92,373377,3383123,"Standard"
"LUTZ3.IN2-137","PROV","OPT",13,13,0,0,0.16,0,560,"Standard"
"LUTZ3.IN2-150","PROV","OPT",11,11,0,0,295.92,398818,6245687,"Standard"
"MANSOOR.IN2-48","PROV","OPT",4,4,0,0,0.01,0,28,"Standard"
"MANSOOR.IN2-62","PROV","OPT",3,3,0,0,0.02,0,70,"Standard"
"MANSOOR.IN2-94","PROV","OPT",2,2,0,0,0.01,0,19,"Standard"
"MERTENS.IN2-6","PROV","OPT",6,6,0,0,0,0,21,"Standard"
"MERTENS.IN2-7","PROV","OPT",5,5,0,0,0,0,15,"Standard"
"MERTENS.IN2-8","PROV","OPT",5,5,0,0,0,0,14,"Standard"
"MERTENS.IN2-10","PROV","OPT",3,3,0,0,0.01,0,12,"Standard"
"MERTENS.IN2-15","PROV","OPT",2,2,0,0,0,0,11,"Standard"
"MERTENS.IN2-18","PROV","OPT",2,2,0,0,0,0,10,"Standard"
"MITCHELL.IN2-14","PROV","OPT",8,8,0,0,0.07,0,123,"Standard"
"MITCHELL.IN2-15","PROV","OPT",8,8,0,0,0.02,0,128,"Standard"
"MITCHELL.IN2-21","PROV","OPT",5,5,0,0,0.04,0,111,"Standard"
"MITCHELL.IN2-26","PROV","OPT",5,5,0,0,0.01,0,91,"Standard"
"MITCHELL.IN2-35","PROV","OPT",3,3,0,0,0.02,0,103,"Standard"
"MITCHELL.IN2-39","PROV","OPT",3,3,0,0,0.01,0,82,"Standard"
"MUKHERJE.IN2-176","PROV","OPT",25,25,0,0,39.84,17940,202172,"Standard"
"MUKHERJE.IN2-183","PROV","OPT",24,24,0,0,9.43,1671,46500,"Standard"
"MUKHERJE.IN2-192","PROV","OPT",23,23,0,0,6.22,1461,51699,"Standard"
"MUKHERJE.IN2-201","PROV","OPT",22,22,0,0,6.44,1045,35965,"Standard"
"MUKHERJE.IN2-211","PROV","OPT",21,21,0,0,2.54,660,28491,"Standard"
"MUKHERJE.IN2-222","PROV","OPT",20,20,0,0,0.28,0,896,"Standard"
"MUKHERJE.IN2-234","PROV","OPT",19,19,0,0,0.24,0,829,"Standard"
"MUKHERJE.IN2-248","PROV","OPT",18,18,0,0,0.24,0,772,"Standard"
"MUKHERJE.IN2-263","PROV","OPT",17,17,0,0,0.21,0,543,"Standard"
"MUKHERJE.IN2-281","PROV","OPT",16,16,0,0,0.18,0,666,"Standard"
"MUKHERJE.IN2-301","PROV","OPT",15,15,0,0,0.16,0,602,"Standard"
"MUKHERJE.IN2-324","PROV","OPT",14,14,0,0,0.19,0,715,"Standard"
"MUKHERJE.IN2-351","PROV","OPT",13,13,0,0,0.18,0,673,"Standard"
"ROSZIEG.IN2-14","PROV","OPT",10,10,0,0,0.03,0,131,"Standard"
"ROSZIEG.IN2-16","PROV","OPT",8,8,0,0,0.13,0,428,"Standard"
"ROSZIEG.IN2-18","PROV","OPT",7,7,0,0,0.11,0,556,"Standard"
"ROSZIEG.IN2-21","PROV","OPT",6,6,0,0,0.02,0,98,"Standard"
"ROSZIEG.IN2-25","PROV","OPT",6,6,0,0,0.02,0,142,"Standard"
"ROSZIEG.IN2-32","PROV","OPT",4,4,0,0,0.01,0,88,"Standard"
"SAWYER30.IN2-25","FEAS","OPT",14,13,0,0,600,570306,26438059,"Standard"
"SAWYER30.IN2-27","PROV","OPT",13,13,0,0,0.27,86,2563,"Standard"
"SAWYER30.IN2-30","PROV","OPT",11,11,0,0,0.62,765,18049,"Standard"
"SAWYER30.IN2-33","PROV","OPT",10,10,0,0,0.16,0,223,"Standard"
"SAWYER30.IN2-36","PROV","OPT",9,9,0,0,4.75,16735,219967,"Standard"
"SAWYER30.IN2-41","PROV","OPT",8,8,0,0,0.08,0,194,"Standard"
"SAWYER30.IN2-47","PROV","OPT",7,7,0,0,0.08,0,194,"Standard"
"SAWYER30.IN2-54","PROV","OPT",6,6,0,0,0.21,401,4009,"Standard"
"SAWYER30.IN2-75","PROV","OPT",5,5,0,0,0.02,0,120,"Standard"
"SCHOLL.IN2-1394","INF","SUB",NA,NA,NA,NA,600.01,1319,1258615,"Standard"
"SCHOLL.IN2-1422","FEAS","SUB",51,50,1,1,600.01,4989,1277685,"Standard"
"SCHOLL.IN2-1452","INF","SUB",NA,NA,NA,NA,600.01,440,749343,"Standard"
"SCHOLL.IN2-1483","INF","SUB",NA,NA,NA,NA,600,1337,893234,"Standard"
"SCHOLL.IN2-1515","FEAS","SUB",90,46,42,44,600.33,777,924531,"Standard"
"SCHOLL.IN2-1548","INF","SUB",NA,NA,NA,NA,600.01,1371,588688,"Standard"
"SCHOLL.IN2-1584","FEAS","SUB",46,44,0,2,600.02,7535,980601,"Standard"
"SCHOLL.IN2-1620","FEAS","SUB",48,43,3,4,600.01,5743,817314,"Standard"
"SCHOLL.IN2-1659","INF","SUB",NA,NA,NA,NA,600.01,1985,1071822,"Standard"
"SCHOLL.IN2-1699","FEAS","SUB",55,41,12,13,600.02,1606,1552448,"Standard"
"SCHOLL.IN2-1742","INF","SUB",NA,NA,NA,NA,600.03,2173,1105795,"Standard"
"SCHOLL.IN2-1787","INF","SUB",NA,NA,NA,NA,600.01,3402,1313158,"Standard"
"SCHOLL.IN2-1834","FEAS","SUB",52,38,13,14,600.01,2357,784995,"Standard"
"SCHOLL.IN2-1883","FEAS","SUB",73,37,34,36,600.01,768,1062109,"Standard"
"SCHOLL.IN2-1935","FEAS","SUB",50,36,13,14,600.01,2435,952518,"Standard"
"SCHOLL.IN2-1991","INF","SUB",NA,NA,NA,NA,600,4568,1297604,"Standard"
"SCHOLL.IN2-2049","FEAS","SUB",40,34,5,6,600.01,2188,795910,"Standard"
"SCHOLL.IN2-2111","FEAS","SUB",53,33,19,20,600.17,7973,1250537,"Standard"
"SCHOLL.IN2-2177","FEAS","SUB",46,32,13,14,600.17,13352,2042157,"Standard"
"SCHOLL.IN2-2247","FEAS","SUB",47,31,15,16,600.01,2444,1281081,"Standard"
"SCHOLL.IN2-2322","FEAS","SUB",57,30,26,27,600.02,1754,1356782,"Standard"
"SCHOLL.IN2-2402","FEAS","SUB",55,29,25,26,600.01,5193,1462880,"Standard"
"SCHOLL.IN2-2488","FEAS","SUB",29,28,0,1,604.33,5016,1457703,"Standard"
"SCHOLL.IN2-2580","FEAS","SUB",28,27,0,1,604.54,3984,1505911,"Standard"
"SCHOLL.IN2-2680","FEAS","SUB",27,26,0,1,600.01,22819,1827847,"Standard"
"SCHOLL.IN2-2787","FEAS","SUB",26,25,0,1,602.92,3270,1021392,"Standard"
"TONGE70.IN2-160","FEAS","OPT",23,22,0,0,600.01,446941,12571063,"Standard"
"TONGE70.IN2-168","FEAS","OPT",22,21,0,0,600.1,316516,12141860,"Standard"
"TONGE70.IN2-176","FEAS","OPT",21,20,0,0,600.01,786077,15231856,"Standard"
"TONGE70.IN2-185","FEAS","OPT",20,19,0,0,600.01,782819,13974900,"Standard"
"TONGE70.IN2-195","FEAS","OPT",19,18,0,0,600.22,455840,11160284,"Standard"
"TONGE70.IN2-207","FEAS","SUB",18,17,1,1,600.09,929740,13052229,"Standard"
"TONGE70.IN2-220","PROV","OPT",16,16,0,0,347.45,666796,7099271,"Standard"
"TONGE70.IN2-234","FEAS","OPT",16,15,0,0,600.05,833160,10559838,"Standard"
"TONGE70.IN2-251","FEAS","SUB",15,14,1,1,600.01,1778733,18757204,"Standard"
"TONGE70.IN2-270","PROV","OPT",13,13,0,0,210.59,555866,3963869,"Standard"
"TONGE70.IN2-293","PROV","OPT",12,12,0,0,367.89,560801,10811311,"Standard"
"TONGE70.IN2-320","PROV","OPT",11,11,0,0,492.67,2317740,10085518,"Standard"
"TONGE70.IN2-364","PROV","OPT",10,10,0,0,0.11,0,419,"Standard"
"TONGE70.IN2-410","PROV","OPT",9,9,0,0,0.1,0,445,"Standard"
"TONGE70.IN2-468","PROV","OPT",8,8,0,0,0.08,0,311,"Standard"
"TONGE70.IN2-527","PROV","OPT",7,7,0,0,0.07,0,352,"Standard"
"WARNECKE.IN2-54","FEAS","OPT",31,30,0,0,600.1,164936,10072749,"Standard"
"WARNECKE.IN2-56","PROV","OPT",29,29,0,0,87.61,98184,2235954,"Standard"
"WARNECKE.IN2-58","PROV","OPT",28,28,0,0,70.75,48311,1433984,"Standard"
"WARNECKE.IN2-60","PROV","OPT",27,27,0,0,52.52,53931,605037,"Standard"
"WARNECKE.IN2-62","FEAS","OPT",27,26,0,0,600.05,358763,11666645,"Standard"
"WARNECKE.IN2-65","PROV","OPT",25,25,0,0,21.06,15208,368965,"Standard"
"WARNECKE.IN2-68","FEAS","OPT",24,23,0,0,600.01,163440,18331044,"Standard"
"WARNECKE.IN2-71","FEAS","OPT",23,22,0,0,600.01,507082,12328742,"Standard"
"WARNECKE.IN2-74","PROV","OPT",22,22,0,0,8.63,4699,124108,"Standard"
"WARNECKE.IN2-78","FEAS","SUB",21,20,1,1,600.09,281679,14180533,"Standard"
"WARNECKE.IN2-82","FEAS","OPT",20,19,0,0,600.01,466428,15023967,"Standard"
"WARNECKE.IN2-86","PROV","OPT",19,19,0,0,2.66,1589,20600,"Standard"
"WARNECKE.IN2-92","FEAS","SUB",18,17,0,1,600.06,562229,15253396,"Standard"
"WARNECKE.IN2-97","FEAS","SUB",17,16,1,1,600.01,568275,17915861,"Standard"
"WARNECKE.IN2-104","PROV","OPT",15,15,0,0,55.93,242212,1104047,"Standard"
"WARNECKE.IN2-111","PROV","OPT",14,14,0,0,133.76,555138,3801642,"Standard"
"WEE-MAG.IN2-28","PROV","OPT",63,63,0,0,4.43,66,6706,"Standard"
"WEE-MAG.IN2-29","PROV","OPT",63,63,0,0,4.42,281,13655,"Standard"
"WEE-MAG.IN2-30","PROV","OPT",62,62,0,0,11.76,2018,32054,"Standard"
"WEE-MAG.IN2-31","PROV","OPT",62,62,0,0,3.53,122,7523,"Standard"
"WEE-MAG.IN2-32","PROV","OPT",61,61,0,0,77.41,10220,684860,"Standard"
"WEE-MAG.IN2-33","PROV","OPT",61,61,0,0,10.12,596,24599,"Standard"
"WEE-MAG.IN2-34","PROV","OPT",61,61,0,0,12.73,1395,46815,"Standard"
"WEE-MAG.IN2-35","PROV","OPT",60,60,0,0,11.3,713,32800,"Standard"
"WEE-MAG.IN2-36","PROV","OPT",60,60,0,0,8.59,72,22353,"Standard"
"WEE-MAG.IN2-37","PROV","OPT",60,60,0,0,15.44,2424,61909,"Standard"
"WEE-MAG.IN2-38","PROV","OPT",60,60,0,0,8.27,0,22880,"Standard"
"WEE-MAG.IN2-39","PROV","OPT",60,60,0,0,9.42,526,28039,"Standard"
"WEE-MAG.IN2-40","PROV","OPT",60,60,0,0,8.81,883,25281,"Standard"
"WEE-MAG.IN2-41","PROV","OPT",59,59,0,0,6.45,0,16495,"Standard"
"WEE-MAG.IN2-42","FEAS","SUB",68,51,0,13,600.19,35466,3739139,"Standard"
"WEE-MAG.IN2-43","PROV","OPT",50,50,0,0,22.01,822,46434,"Standard"
"WEE-MAG.IN2-45","FEAS","OPT",38,34,0,0,600.06,37860,5197718,"Standard"
"WEE-MAG.IN2-46","FEAS","OPT",34,33,0,0,600.14,260301,8619849,"Standard"
"WEE-MAG.IN2-47","FEAS","OPT",33,32,0,0,600.11,197477,10151378,"Standard"
"WEE-MAG.IN2-49","FEAS","OPT",32,31,0,0,600.02,443005,12479329,"Standard"
"WEE-MAG.IN2-50","FEAS","OPT",32,31,0,0,600.01,38010,5257066,"Standard"
"WEE-MAG.IN2-52","PROV","OPT",31,31,0,0,20.21,1675,194512,"Standard"
"WEE-MAG.IN2-54","PROV","OPT",31,31,0,0,13.02,1390,133469,"Standard"
"WEE-MAG.IN2-56","PROV","OPT",30,30,0,0,9.53,2367,47357,"Standard"
"ARC83.IN2-37861","PROV","OPT",21,21,0,0,8.13,292,15739,"NF4"
"ARC83.IN2-39851","PROV","OPT",20,20,0,0,7.1,274,12797,"NF4"
"ARC83.IN2-42061","PROV","OPT",19,19,0,0,6.11,111,10823,"NF4"
"ARC83.IN2-44541","PROV","OPT",18,18,0,0,5.43,84,10135,"NF4"
"ARC83.IN2-47321","PROV","OPT",17,17,0,0,4.59,84,8727,"NF4"
"ARC83.IN2-50481","PROV","OPT",16,16,0,0,1.49,0,1872,"NF4"
"ARC83.IN2-54081","PROV","OPT",15,15,0,0,1.2,0,1918,"NF4"
"ARC83.IN2-58241","PROV","OPT",14,14,0,0,1.46,0,2291,"NF4"
"ARC83.IN2-58531","PROV","OPT",14,14,0,0,1.57,0,2033,"NF4"
"ARC83.IN2-63091","PROV","OPT",13,13,0,0,0.81,0,1668,"NF4"
"ARC83.IN2-68421","PROV","OPT",12,12,0,0,0.92,0,2218,"NF4"
"ARC83.IN2-68831","PROV","OPT",12,12,0,0,0.92,0,2110,"NF4"
"ARC83.IN2-75711","PROV","OPT",11,11,0,0,0.79,0,1631,"NF4"
"ARC83.IN2-84121","PROV","OPT",10,10,0,0,0.66,0,1570,"NF4"
"ARC83.IN2-88981","PROV","OPT",9,9,0,0,0.49,0,1295,"NF4"
"ARC83.IN2-108161","PROV","OPT",7,7,0,0,35.81,81453,476235,"NF4"
"ARC111.IN2-57551","PROV","OPT",27,27,0,0,35.51,249,28249,"NF4"
"ARC111.IN2-57851","PROV","OPT",27,27,0,0,35.27,752,49542,"NF4"
"ARC111.IN2-60161","PROV","OPT",26,26,0,0,19.42,96,13207,"NF4"
"ARC111.IN2-62671","PROV","OPT",25,25,0,0,15.34,0,5718,"NF4"
"ARC111.IN2-65401","PROV","OPT",24,24,0,0,21.21,63,18333,"NF4"
"ARC111.IN2-68371","PROV","OPT",23,23,0,0,14.38,25,9774,"NF4"
"ARC111.IN2-71621","PROV","OPT",22,22,0,0,17.07,27,10483,"NF4"
"ARC111.IN2-75201","FEAS","OPT",21,20,0,0,600.06,291599,5138019,"NF4"
"ARC111.IN2-79161","PROV","OPT",20,20,0,0,5.83,0,3231,"NF4"
"ARC111.IN2-83561","PROV","OPT",19,19,0,0,8.17,0,3250,"NF4"
"ARC111.IN2-88471","PROV","OPT",18,18,0,0,5.45,0,3204,"NF4"
"ARC111.IN2-94001","PROV","OPT",17,17,0,0,4.2,0,2440,"NF4"
"ARC111.IN2-100271","PROV","OPT",16,16,0,0,4.28,0,3071,"NF4"
"ARC111.IN2-107431","PROV","OPT",15,15,0,0,3.27,0,2561,"NF4"
"ARC111.IN2-113781","PROV","OPT",14,14,0,0,2.95,0,2697,"NF4"
"ARC111.IN2-115701","FEAS","SUB",14,13,0,1,600.06,574446,5676488,"NF4"
"ARC111.IN2-170671","PROV","OPT",9,9,0,0,1.41,0,2598,"NF4"
"BARTHOL2.IN2-841","FEAS","SUB",73,51,21,22,600.03,25,117095,"NF4"
